"EIN","NAME","address","STREET","CITY","STATE","ZIP","zipshrt","lon","lat"
465237694,"PARA ADELANTE INC","842 17TH AVE N, ST PETERSBURG, FL, 33704-4240","842 17TH AVE N","ST PETERSBURG","FL","33704-4240","33704",-82.6455379,27.7877858
465272424,"HAZLEY MUSIC SCHOOL INC","2463 5TH AVE S, ST PETERSBURG, FL, 33712-1632","2463 5TH AVE S","ST PETERSBURG","FL","33712-1632","33712",-82.6669397,27.7667446
465653711,"RADIUS CHURCH ST PETE INC","165 13TH AVE NE, ST PETERSBURG, FL, 33701-1203","165 13TH AVE NE","ST PETERSBURG","FL","33701-1203","33701",-82.6330451,27.7850709
465669322,"COMMUNITY LEVERAGED LEARNING LLC","7432 SUNSHINE SKYWAY LN S APT 602, ST PETERSBURG, FL, 33711-4988","7432 SUNSHINE SKYWAY LN S APT 602","ST PETERSBURG","FL","33711-4988","33711",-82.6781379,27.7003842
466448051,"MYRRH CAPITAL FOUNDATION","2700 13TH AVE N APT UP, ST PETERSBURG, FL, 33713-5809","2700 13TH AVE N APT UP","ST PETERSBURG","FL","33713-5809","33713",-82.6704427,27.7844525
470766320,"MARIAN SERVANTS OF THE HOLY SPIRIT INC","6363 9TH AVE N, ST PETERSBURG, FL, 33710-6212","6363 9TH AVE N","ST PETERSBURG","FL","33710-6212","33710",-82.7229966,27.7816166
471084767,"LAO ARTS AND CULTURAL FOUNDATION INC","4090 58TH AVE N, ST PETERSBURG, FL, 33714-1133","4090 58TH AVE N","ST PETERSBURG","FL","33714-1133","33714",-82.689312,27.8243404
471084785,"JOHN E STROSS FAMILY FOUNDATION INC","6505 CENTRAL AVE, ST PETERSBURG, FL, 33710-8412","6505 CENTRAL AVE","ST PETERSBURG","FL","33710-8412","33710",-82.7267136,27.7711489
471181225,"GLOBALLY FREE INC","6511 BAYOU GRANDE BLVD NE, ST PETERSBURG, FL, 33702-4723","6511 BAYOU GRANDE BLVD NE","ST PETERSBURG","FL","33702-4723","33702",-82.6087653,27.831704
471182714,"PHILOS PROJECT INC","740 4TH ST N STE 307, ST PETERSBURG, FL, 33701-2322","740 4TH ST N STE 307","ST PETERSBURG","FL","33701-2322","33701",-82.6387853,27.7798663
471208755,"WILSON FAMILY FOUNDATION","424 94TH AVE N, ST PETERSBURG, FL, 33702-2522","424 94TH AVE N","ST PETERSBURG","FL","33702-2522","33702",-82.6395271,27.8572514
471399778,"FAITH ALTERNATIVE JUVENILE PROGRAM INC","2029 BONITA WAY S, ST PETERSBURG, FL, 33712-4215","2029 BONITA WAY S","ST PETERSBURG","FL","33712-4215","33712",-82.6618678,27.7251122
471413894,"BRUNO FOUNDATION INC","1862 JUAREZ WAY S, ST PETERSBURG, FL, 33712-4442","1862 JUAREZ WAY S","ST PETERSBURG","FL","33712-4442","33712",-82.6564948,27.7233722
471418253,"BULGARIAN LEARNING CENTER-RODINA-ST PETERSBURG- FL- INC","301 37TH AVE N, ST PETERSBURG, FL, 33704-1327","301 37TH AVE N","ST PETERSBURG","FL","33704-1327","33704",-82.637498,27.8060966
471584778,"TRI-COM EDUCATIONAL INTERACTIVE COMEDY INC","5201 LAZY LAKE LN, ST PETERSBURG, FL, 33708-2970","5201 LAZY LAKE LN","ST PETERSBURG","FL","33708-2970","33708",-82.7901345,27.8193647
471707414,"TEQUILLAS TWIN TOWERS MINI-CAMP INC","2945 26TH ST N, ST PETERSBURG, FL, 33713-3906","2945 26TH ST N","ST PETERSBURG","FL","33713-3906","33713",-82.6691665,27.7986964
471723463,"APHOTOADAY INC","6439 CENTRAL AVE, ST PETERSBURG, FL, 33710-8411","6439 CENTRAL AVE","ST PETERSBURG","FL","33710-8411","33710",-82.7254204,27.771154
471786191,"DAB COMMUNITY SERVICES INC","833 22ND ST S, ST PETERSBURG, FL, 33712-2250","833 22ND ST S","ST PETERSBURG","FL","33712-2250","33712",-82.6631632,27.7614764
471862610,"CLAYBAKER DUSTOFF FOUNDATION","2510 62ND AVE S, ST PETERSBURG, FL, 33712-5242","2510 62ND AVE S","ST PETERSBURG","FL","33712-5242","33712",-82.6673843,27.7117371
471886950,"MICHAEL A HANO FAMILY FOUNDATION INC","300 BEACH DR NE APT 2302, ST PETERSBURG, FL, 33701-3467","300 BEACH DR NE APT 2302","ST PETERSBURG","FL","33701-3467","33701",-82.6330543,27.7753949
471930613,"ALL PAWS MATTER INC","4604 49TH ST N, ST PETERSBURG, FL, 33709-3842","4604 49TH ST N","ST PETERSBURG","FL","33709-3842","33709",-82.7002981,27.8139571
471931328,"ST PETERSBURG SHAKESPEARE FESTIVAL INC","1026 6TH ST N APT 1, ST PETERSBURG, FL, 33701-1642","1026 6TH ST N APT 1","ST PETERSBURG","FL","33701-1642","33701",-82.6416919,27.7825199
472034554,"INDIA WELCH MINISTRIES INC","2400 MADRID WAY S, ST PETERSBURG, FL, 33712-3932","2400 MADRID WAY S","ST PETERSBURG","FL","33712-3932","33712",-82.6655384,27.7330515
472040547,"COMBAT WOUNDED VETERAN CHALLENGE INC","10490 GANDY BLVD N, ST PETERSBURG, FL, 33702-2308","10490 GANDY BLVD N","ST PETERSBURG","FL","33702-2308","33702",-82.626724,27.8637864
472166489,"ADVANCED ORTHOGONAL INSTITUTE INC","2201 62ND AVE N, ST PETERSBURG, FL, 33702-5660","2201 62ND AVE N","ST PETERSBURG","FL","33702-5660","33702",-82.6636083,27.8288973
472226653,"MOVING FORWARD WITH A PURPOSE INC","3500 19TH AVE S, ST PETERSBURG, FL, 33711-3209","3500 19TH AVE S","ST PETERSBURG","FL","33711-3209","33711",-82.6816949,27.7505346
472250825,"ST PETERSBURG BRANCH OF ASALH","1726 28TH AVE S, ST PETERSBURG, FL, 33712-3830","1726 28TH AVE S","ST PETERSBURG","FL","33712-3830","33712",-82.6575334,27.7427103
472299718,"WINGSPAN FOUNDATION INC","4500 4TH ST N, ST PETERSBURG, FL, 33703-4731","4500 4TH ST N","ST PETERSBURG","FL","33703-4731","33703",-82.6389858,27.8133363
472520384,"WATER WOMEN INC","7901 4TH ST N STE 300, ST PETERSBURG, FL, 33702-4399","7901 4TH ST N STE 300","ST PETERSBURG","FL","33702-4399","33702",-82.6381822,27.8443864
472653320,"MAJEED FOUNDATION INC","2060 BRIGHTWATERS BLVD NE, ST PETERSBURG, FL, 33704-3010","2060 BRIGHTWATERS BLVD NE","ST PETERSBURG","FL","33704-3010","33704",-82.6077782,27.7983161
472763658,"LITTLE LIGHT OF MINE INC","4854 BURLINGTON AVE N, ST PETERSBURG, FL, 33713-8136","4854 BURLINGTON AVE N","ST PETERSBURG","FL","33713-8136","33713",-82.6994714,27.7733903
472994893,"CHARITY DONATIONS INC","7901 4TH ST N STE 300, ST PETERSBURG, FL, 33702-4399","7901 4TH ST N STE 300","ST PETERSBURG","FL","33702-4399","33702",-82.6381822,27.8443864
473288429,"THE POWER OF SONG INC","1620 FAIRWAY AVE S, ST PETERSBURG, FL, 33712-4226","1620 FAIRWAY AVE S","ST PETERSBURG","FL","33712-4226","33712",-82.6546717,27.7241949
473328334,"MOUNT ZION CHRISTIAN ACADEMY INC","955 20TH ST S, ST PETERSBURG, FL, 33712-2350","955 20TH ST S","ST PETERSBURG","FL","33712-2350","33712",-82.6605818,27.7597308
473790597,"GABRIELS MESSENGER MINISTRIES INC","204 37TH AVE N SUITE 241, ST PETERSBURG, FL, 33704-1416","204 37TH AVE N SUITE 241","ST PETERSBURG","FL","33704-1416","33704",-82.6352505,27.8059426
473920936,"CHURCH OF CHRIST METRO INC","3656 29TH AVE S, ST PETERSBURG, FL, 33711-3802","3656 29TH AVE S","ST PETERSBURG","FL","33711-3802","33711",-82.682608,27.7416138
474087448,"BIG NOISE HALO INC","701 66TH AVE S, ST PETERSBURG, FL, 33705-5935","701 66TH AVE S","ST PETERSBURG","FL","33705-5935","33705",-82.6424993,27.7087305
474089412,"VETERANS FIRST AMERICA CORPORATION","7901 4TH ST N STE 300, ST PETERSBURG, FL, 33702-4399","7901 4TH ST N STE 300","ST PETERSBURG","FL","33702-4399","33702",-82.6381822,27.8443864
474101043,"MAKE3 CARES INC","7901 4TH ST N, ST PETERSBURG, FL, 33702-4305","7901 4TH ST N","ST PETERSBURG","FL","33702-4305","33702",-82.6381356,27.8443311
474285386,"PUBLIC ART PROJECT INC","1911 BURLINGTON AVE N, ST PETERSBURG, FL, 33713-8030","1911 BURLINGTON AVE N","ST PETERSBURG","FL","33713-8030","33713",-82.6592519,27.7740323
474307135,"VIRTUES CIRCLE","3930 59TH WAY N, ST PETERSBURG, FL, 33709-5249","3930 59TH WAY N","ST PETERSBURG","FL","33709-5249","33709",-82.71614,27.8076312
474364053,"JAMES MUSEUM OF WESTERN ART","150 CENTRAL AVE, ST PETERSBURG, FL, 33701-3324","150 CENTRAL AVE","ST PETERSBURG","FL","33701-3324","33701",-82.6348212,27.7710755
474395104,"EDWARD AND GARNELL JENKINS CENTER FOR SOCIAL JUSTICE INC","PO BOX 35437, ST PETERSBURG, FL, 33705-0508","PO BOX 35437","ST PETERSBURG","FL","33705-0508","33705",-82.6402915,27.7676008
474468749,"BEAM REACH - YOUTH ON THE MOVE INC","135 19TH AVE SE, ST PETERSBURG, FL, 33705-2809","135 19TH AVE SE","ST PETERSBURG","FL","33705-2809","33705",-82.6332102,27.751929
474503516,"SUNSHINE PARK ASSOCIATION","7403 46TH AVE N, ST PETERSBURG, FL, 33709-2552","7403 46TH AVE N","ST PETERSBURG","FL","33709-2552","33709",-82.7418137,27.8154886
474556217,"WORC 4 HOPE INC","1093 55TH AVE S, ST PETERSBURG, FL, 33705-5013","1093 55TH AVE S","ST PETERSBURG","FL","33705-5013","33705",-82.6495744,27.7188175
474575399,"KARMA KAY","106 22ND AVE SE, ST PETERSBURG, FL, 33705-3208","106 22ND AVE SE","ST PETERSBURG","FL","33705-3208","33705",-82.6335579,27.7482015
474846911,"SPYC CHRISTMAS BOUTIQUE FOUNDATION","3827 50TH AVE S, ST PETERSBURG, FL, 33711-4811","3827 50TH AVE S","ST PETERSBURG","FL","33711-4811","33711",-82.6839285,27.7219562
474962553,"PURPLE DOT YOGA PROJECT","948 27TH ST N, ST PETERSBURG, FL, 33713-6822","948 27TH ST N","ST PETERSBURG","FL","33713-6822","33713",-82.6705219,27.7820591
474968915,"SUNCOAST ORGANIZED ANIMAL RELIEF","1204 ASTURIA WAY S, ST PETERSBURG, FL, 33705-4638","1204 ASTURIA WAY S","ST PETERSBURG","FL","33705-4638","33705",-82.6508128,27.7211998
475061018,"WOMEN IN LINUX","33 4TH ST N STE 206, ST PETERSBURG, FL, 33701-3806","33 4TH ST N STE 206","ST PETERSBURG","FL","33701-3806","33701",-82.6382904,27.7718064
475063801,"PROJECT SAVE INC","7698 7TH ST N, ST PETERSBURG, FL, 33702-5302","7698 7TH ST N","ST PETERSBURG","FL","33702-5302","33702",-82.6429772,27.8423526
475128364,"ILLUMI-NATION PROJECT INC","6069 4TH AVE N, ST PETERSBURG, FL, 33710-7824","6069 4TH AVE N","ST PETERSBURG","FL","33710-7824","33710",-82.717739,27.7758277
475265320,"COLLECTIVE EMPOWERMENT GROUP OF THE TAMPA BAY AREA INC","1201 7TH AVE S, ST PETERSBURG, FL, 33705-1900","1201 7TH AVE S","ST PETERSBURG","FL","33705-1900","33705",-82.6515302,27.7633285
475331752,"SHE IS A PEARL INC","10112 12TH WAY N APT 212, ST PETERSBURG, FL, 33716-5008","10112 12TH WAY N APT 212","ST PETERSBURG","FL","33716-5008","33716",-82.6521843,27.863609
475492139,"FAITH GARDENS INC","6438 28TH AVE N, ST PETERSBURG, FL, 33710-3219","6438 28TH AVE N","ST PETERSBURG","FL","33710-3219","33710",-82.7250974,27.796552
475503737,"PTA FLORIDA CONGRESS","175 5TH ST N, ST PETERSBURG, FL, 33701-3708","175 5TH ST N","ST PETERSBURG","FL","33701-3708","33701",-82.639859,27.7730663
475515641,"BREWHAHA FOUNDATION","1241 FAIRWAY CIR S, ST PETERSBURG, FL, 33705-4652","1241 FAIRWAY CIR S","ST PETERSBURG","FL","33705-4652","33705",-82.6526695,27.7235763
475587052,"LADIES OF SUCCESS","3028 40TH AVE S, ST PETERSBURG, FL, 33712-3938","3028 40TH AVE S","ST PETERSBURG","FL","33712-3938","33712",-82.6745718,27.7320282
475616938,"AS THEY GATHERED INC","260 1ST AVE S STE 200, ST PETERSBURG, FL, 33701-4364","260 1ST AVE S STE 200","ST PETERSBURG","FL","33701-4364","33701",-82.6363992,27.7700915
481091390,"CONTEMPORARY HOUSING ALTERNATIVES","2164 15TH CIR N, ST PETERSBURG, FL, 33713-4062","2164 15TH CIR N","ST PETERSBURG","FL","33713-4062","33713",-82.6626166,27.7866018
481097502,"CONTEMPORARY HOUSING ALTERNATIVES","2164 15TH CIR N, ST PETERSBURG, FL, 33713-4062","2164 15TH CIR N","ST PETERSBURG","FL","33713-4062","33713",-82.6626166,27.7866018
510167235,"CHURCH OF THE COSMIC HARMONY INC","1333 59TH ST N, ST PETERSBURG, FL, 33710-5647","1333 59TH ST N","ST PETERSBURG","FL","33710-5647","33710",-82.7129298,27.7853943
510173889,"TEMPLE OF DIVINE HEALING INC","3865 38TH WAY S, ST PETERSBURG, FL, 33711-4232","3865 38TH WAY S","ST PETERSBURG","FL","33711-4232","33711",-82.6857638,27.7330705
510201974,"ST ANTHONYS HOSPITAL AUXILIARY INC","1200 7TH AVE N, ST PETERSBURG, FL, 33705-1300","1200 7TH AVE N","ST PETERSBURG","FL","33705-1300","33705",-82.6492271,27.779024
510243362,"LIFE SCIENCE","1640 9TH AVE N, ST PETERSBURG, FL, 33713-7115","1640 9TH AVE N","ST PETERSBURG","FL","33713-7115","33713",-82.6556532,27.7809539
510429463,"SENTIENT TEMPLE INC","5438 3RD AVE S, ST PETERSBURG, FL, 33707-6110","5438 3RD AVE S","ST PETERSBURG","FL","33707-6110","33707",-82.7075145,27.7679392
510453357,"KREWE OF THE CONQUISTADORS OF TAMPA BAY","4495 9TH AVE N, ST PETERSBURG, FL, 33713-6231","4495 9TH AVE N","ST PETERSBURG","FL","33713-6231","33713",-82.6934592,27.7811774
510514086,"ARGONAUTA CHRISTIAN SCHOOL INC","6646 1ST AVE S, ST PETERSBURG, FL, 33707-1306","6646 1ST AVE S","ST PETERSBURG","FL","33707-1306","33707",-82.72953,27.7689788
510540548,"NEW BEGINNINGS YOUTH HOMES INC","2563 1ST AVE S, ST PETERSBURG, FL, 33712-1105","2563 1ST AVE S","ST PETERSBURG","FL","33712-1105","33712",-82.6682591,27.7704156
510651435,"STEWART-ISOM","1820 WALTON ST S, ST PETERSBURG, FL, 33712-3046","1820 WALTON ST S","ST PETERSBURG","FL","33712-3046","33712",-82.6661923,27.7515126
510671448,"GATEWAY HOMEOWNERS ASSOCIATION OF PINELLAS COUNTY INC","10100 GANDY BLVD N, ST PETERSBURG, FL, 33716-2339","10100 GANDY BLVD N","ST PETERSBURG","FL","33716-2339","33716",-82.6355143,27.8681368
516532325,"THE FIELDS GALLEY PRIVATE FOUNDATION","555 5TH AVE NE STE 1114, ST PETERSBURG, FL, 33701-2672","555 5TH AVE NE STE 1114","ST PETERSBURG","FL","33701-2672","33701",-82.6270352,27.7784737
521300277,"ALBERT SHAPIRO FUND INC","300 BEACH DR NE APT 1704, ST PETERSBURG, FL, 33701-3416","300 BEACH DR NE APT 1704","ST PETERSBURG","FL","33701-3416","33701",-82.6330543,27.7753949
521485513,"AD II DIVISION AAF","810 S VILLAGE DR N APT 103, ST PETERSBURG, FL, 33716-3019","810 S VILLAGE DR N APT 103","ST PETERSBURG","FL","33716-3019","33716",-82.6446289,27.8703939
522034220,"NATIONWIDE INSURANCE INDEPENDENT CONTRACTORS ASSOCIATION INC","1123 66TH AVE S, ST PETERSBURG, FL, 33705-5817","1123 66TH AVE S","ST PETERSBURG","FL","33705-5817","33705",-82.6492475,27.7087255
522202331,"CHURCH OF THE EVERLASTING KINGDOM INC","2114 54TH AVE N, ST PETERSBURG, FL, 33714-2047","2114 54TH AVE N","ST PETERSBURG","FL","33714-2047","33714",-82.6629226,27.8209056
522216971,"THE REFUGE","328 9TH ST, ST PETERSBURG, FL, 33705-1421","328 9TH ST","ST PETERSBURG","FL","33705-1421","33705",-82.6464959,27.7681778
522398308,"STUDIO AT 620 INC","620 1ST AVE S, ST PETERSBURG, FL, 33701-4120","620 1ST AVE S","ST PETERSBURG","FL","33701-4120","33701",-82.6421984,27.7700243
527316670,"RICHARD J ROSS RVOC TR","822 MONTEREY BLVD NE, ST PETERSBURG, FL, 33704-2306","822 MONTEREY BLVD NE","ST PETERSBURG","FL","33704-2306","33704",-82.6283808,27.7969583
542109799,"CHABAD OF ST PETERSBURG INC","4010 PARK ST N, ST PETERSBURG, FL, 33709-4034","4010 PARK ST N","ST PETERSBURG","FL","33709-4034","33709",-82.7547462,27.8083993
562002440,"GENERAL DYNAMICS EMPLOYMENT TRANSITION BENEFIT PLAN TRUST","10101 9TH ST NORTH, ST PETERSBURG, FL, 33716-3807","10101 9TH ST NORTH","ST PETERSBURG","FL","33716-3807","33716",-82.646647,27.8641908
562473863,"KAPPA ALPHA PSI GUIDE RIGHT FOUNDATION OF ST PETERSBURG INC","2519 26TH ST S, ST PETERSBURG, FL, 33712-3437","2519 26TH ST S","ST PETERSBURG","FL","33712-3437","33712",-82.6688813,27.7454325
562480129,"NATIONAL DIAMONDBACK PHARMACY ALUMNI COUNCIL INC","4526 19TH AVE S, ST PETERSBURG, FL, 33711-2902","4526 19TH AVE S","ST PETERSBURG","FL","33711-2902","33711",-82.6946847,27.7508114
562506895,"ROLLINS COMMUNITY FOUNDATION INC","1525 29TH ST N, ST PETERSBURG, FL, 33713-5552","1525 29TH ST N","ST PETERSBURG","FL","33713-5552","33713",-82.6730898,27.7871092
562554766,"TAMPA BAY LIVING GREEN INC","842 17TH AVE N, ST PETERSBURG, FL, 33704-4240","842 17TH AVE N","ST PETERSBURG","FL","33704-4240","33704",-82.6455379,27.7877858
562624277,"GIFT OF DELIVERANCE CHURCH","3031 24TH AVE N, ST PETERSBURG, FL, 33713-4220","3031 24TH AVE N","ST PETERSBURG","FL","33713-4220","33713",-82.6747772,27.793939
562648542,"TREE OF LIFE","203 34TH AVE N, ST PETERSBURG, FL, 33704-2241","203 34TH AVE N","ST PETERSBURG","FL","33704-2241","33704",-82.6359879,27.8032955
571138270,"INTERDENOMINATIONAL MINISTERIAL ALLIANCE OF ST PETERSBURG INC","2184 9TH AVE S, ST PETERSBURG, FL, 33712-2204","2184 9TH AVE S","ST PETERSBURG","FL","33712-2204","33712",-82.6625347,27.7608575
581406655,"AMERICAN NEUROTOLOGY SOCIETY","5830 1ST ST N, ST PETERSBURG, FL, 33703-2454","5830 1ST ST N","ST PETERSBURG","FL","33703-2454","33703",-82.634889,27.82554
581655976,"VICTORY CHRISTIAN CENTER OF ST PETERSBURG INC","5000 42ND AVE N, ST PETERSBURG, FL, 33709-5718","5000 42ND AVE N","ST PETERSBURG","FL","33709-5718","33709",-82.7024016,27.8097466
582030718,"VOLUNTEERS OF AMERICA INC","200 2ND AVENUE SOUTH 436, ST PETERSBURG, FL, 33701-4313","200 2ND AVENUE SOUTH 436","ST PETERSBURG","FL","33701-4313","33701",-82.6357675,27.7691621
582030719,"VOLUNTEERS OF AMERICA INC","200 2ND AVENUE SOUTH 436, ST PETERSBURG, FL, 33701-4313","200 2ND AVENUE SOUTH 436","ST PETERSBURG","FL","33701-4313","33701",-82.6357675,27.7691621
582030721,"VOLUNTEERS OF AMERICA INC","200 2ND AVENUE SOUTH 436, ST PETERSBURG, FL, 33701-4313","200 2ND AVENUE SOUTH 436","ST PETERSBURG","FL","33701-4313","33701",-82.6357675,27.7691621
582041810,"VOLUNTEERS OF AMERICA INC","200 2ND AVENUE SOUTH 436, ST PETERSBURG, FL, 33701-4313","200 2ND AVENUE SOUTH 436","ST PETERSBURG","FL","33701-4313","33701",-82.6357675,27.7691621
590324495,"ST PETERSBURG COUNTRY CLUB INC","2000 COUNTRY CLUB WAY S, ST PETERSBURG, FL, 33712-4109","2000 COUNTRY CLUB WAY S","ST PETERSBURG","FL","33712-4109","33712",-82.6608477,27.7312452
590377854,"FREE & ACCEPTED MASONS OF FLORIDA","4275 78TH ST N, ST PETERSBURG, FL, 33709-4423","4275 78TH ST N","ST PETERSBURG","FL","33709-4423","33709",-82.7451228,27.8110932
590433090,"ST PETERSBURG LAWN BOWLING CLUB INC","330 5TH ST N, ST PETERSBURG, FL, 33701-2812","330 5TH ST N","ST PETERSBURG","FL","33701-2812","33701",-82.6402836,27.7757334
590433105,"BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA","267566TH ST N, ST PETERSBURG, FL, 33710-0000","267566TH ST N","ST PETERSBURG","FL","33710-0000","33710",-82.6874873,27.8480733
590433163,"AMERICAN LEGION","1520 4TH ST N, ST PETERSBURG, FL, 33704-4412","1520 4TH ST N","ST PETERSBURG","FL","33704-4412","33704",-82.6389961,27.7874099
590433240,"ST PETERSBURG YACHT CLUB INC","11 CENTRAL AVE, ST PETERSBURG, FL, 33701-3919","11 CENTRAL AVE","ST PETERSBURG","FL","33701-3919","33701",-82.6325597,27.7717239
590582246,"GFWC ST PETERSBURG WOMANS CLUB INC","40 SNELL ISLE BLVD NE, ST PETERSBURG, FL, 33704-3658","40 SNELL ISLE BLVD NE","ST PETERSBURG","FL","33704-3658","33704",-82.6258481,27.7933622
590624387,"BROOKWOOD FLORIDA INC","901 7TH AVE S, ST PETERSBURG, FL, 33705-1901","901 7TH AVE S","ST PETERSBURG","FL","33705-1901","33705",-82.6471204,27.7633445
590624468,"YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER ST PETERSBURG INC","600 1ST AVE N STE 201, ST PETERSBURG, FL, 33701-3609","600 1ST AVE N STE 201","ST PETERSBURG","FL","33701-3609","33701",-82.6421212,27.7717854
590637832,"FIFTH AVENUE BAPTIST CHURCH","600 49TH ST N STE A, ST PETERSBURG, FL, 33710-7321","600 49TH ST N STE A","ST PETERSBURG","FL","33710-7321","33710",-82.7002518,27.779146
590637833,"CHRIST METHODIST CHURCH INC","467 1ST AVE N, ST PETERSBURG, FL, 33701-3802","467 1ST AVE N","ST PETERSBURG","FL","33701-3802","33701",-82.6398193,27.772475
590637838,"FIRST BAPTIST CHURCH OF ST PETERSBURG","1900 GANDY BLVD N, ST PETERSBURG, FL, 33702-2139","1900 GANDY BLVD N","ST PETERSBURG","FL","33702-2139","33702",-82.6581452,27.8525791
590637842,"FIRST UNITED METHODIST CHURCH","212 3RD ST N, ST PETERSBURG, FL, 33701-3819","212 3RD ST N","ST PETERSBURG","FL","33701-3819","33701",-82.6374558,27.7739887
590637846,"FIRST UNITY CHURCH","460 46TH AVE N, ST PETERSBURG, FL, 33703-3839","460 46TH AVE N","ST PETERSBURG","FL","33703-3839","33703",-82.6402876,27.8134443
590638517,"YOUNG WOMENS CHRISTIAN ASSOCIATION OF TAMPA BAY INC","429 6TH AVE S, ST PETERSBURG, FL, 33701-4618","429 6TH AVE S","ST PETERSBURG","FL","33701-4618","33701",-82.6393551,27.7645709
590640061,"FIRST PRESBYTERIAN CHURCH","LOCAL, ST PETERSBURG, FL, 33701-0000","LOCAL","ST PETERSBURG","FL","33701-0000","33701",-82.6321376,27.7696063
590651085,"GRACE LUTHERAN CHURCH","4301 16TH ST N, ST PETERSBURG, FL, 33703-4425","4301 16TH ST N","ST PETERSBURG","FL","33703-4425","33703",-82.6545051,27.810964
590663384,"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA","2599 CENTRAL AVE, ST PETERSBURG, FL, 33713-8721","2599 CENTRAL AVE","ST PETERSBURG","FL","33713-8721","33713",-82.6683239,27.7713079
590675145,"ST LUKES UNITED METHODIST CHURCH","4444 5TH AVE N, ST PETERSBURG, FL, 33713-6204","4444 5TH AVE N","ST PETERSBURG","FL","33713-6204","33713",-82.6936945,27.7770206
590678773,"NORTHSIDE BAPTIST CHURCH","6000 38TH AVE N, ST PETERSBURG, FL, 33710-1720","6000 38TH AVE N","ST PETERSBURG","FL","33710-1720","33710",-82.7169292,27.8057129
590711184,"TEMPLE BETH EL OF ST PETERSBURG FLORIDA INC","400 PASADENA AVE S, ST PETERSBURG, FL, 33707-2102","400 PASADENA AVE S","ST PETERSBURG","FL","33707-2102","33707",-82.7328882,27.766079
590718487,"CLEARVIEW METHODIST CHURCH","4515 38TH AVE N, ST PETERSBURG, FL, 33713-1126","4515 38TH AVE N","ST PETERSBURG","FL","33713-1126","33713",-82.69445,27.8071363
590735962,"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA","4145 34TH ST N, ST PETERSBURG, FL, 33714-3723","4145 34TH ST N","ST PETERSBURG","FL","33714-3723","33714",-82.6788398,27.809658
590751927,"ST BARTHOLOMEWS EPISCOPAL CHURCH","3747 34TH ST S, ST PETERSBURG, FL, 33711-3836","3747 34TH ST S","ST PETERSBURG","FL","33711-3836","33711",-82.6801138,27.7342125
590782454,"NORWOOD BAPTIST CHURCH","1818 29TH AVE N, ST PETERSBURG, FL, 33713-4151","1818 29TH AVE N","ST PETERSBURG","FL","33713-4151","33713",-82.6586823,27.7981168
590791026,"OPEN BIBLE TABERNACLE","1200 30TH AVE N, ST PETERSBURG, FL, 33704-1931","1200 30TH AVE N","ST PETERSBURG","FL","33704-1931","33704",-82.6506651,27.7986012
590791036,"OPEN BIBLE CHURCH INC","1200 30TH AVE N, ST PETERSBURG, FL, 33704-1931","1200 30TH AVE N","ST PETERSBURG","FL","33704-1931","33704",-82.6506651,27.7986012
590791038,"PARC INC","3190 TYRONE BLVD N, ST PETERSBURG, FL, 33710-2919","3190 TYRONE BLVD N","ST PETERSBURG","FL","33710-2919","33710",-82.7402443,27.7998926
590799913,"PASADENA PRESBYTERIAN CHURCH","100 PASADENA AVE N, ST PETERSBURG, FL, 33710-8315","100 PASADENA AVE N","ST PETERSBURG","FL","33710-8315","33710",-82.731511,27.7721349
590803197,"ST PETERSBURG CATHOLIC HIGH SCHOOL INC","6333 9TH N AVE, ST PETERSBURG, FL, 33710-0000","6333 9TH N AVE","ST PETERSBURG","FL","33710-0000","33710",-82.7213526,27.7816667
590809627,"ST PETERSBURG HISTORICAL SOCIETY","335 2ND AVE NE, ST PETERSBURG, FL, 33701-3501","335 2ND AVE NE","ST PETERSBURG","FL","33701-3501","33701",-82.6307467,27.7739487
590818913,"CENTRAL CHRISTIAN CHURCH OF ST PETERSBURG INC","6161 22ND AVE N, ST PETERSBURG, FL, 33710-4101","6161 22ND AVE N","ST PETERSBURG","FL","33710-4101","33710",-82.7188233,27.7924646
590823951,"SAINT ANDREWS EVANGELICAL LUTHERAN CHURCH","1901 62ND AVE S, ST PETERSBURG, FL, 33712-5715","1901 62ND AVE S","ST PETERSBURG","FL","33712-5715","33712",-82.6583778,27.7122955
590827278,"PASADENACARD CLUB INC","134 PARK ST N, ST PETERSBURG, FL, 33710-7437","134 PARK ST N","ST PETERSBURG","FL","33710-7437","33710",-82.7428174,27.7724804
590859121,"ECKERD COLLEGE","4200 54TH AVE S, ST PETERSBURG, FL, 33711-4744","4200 54TH AVE S","ST PETERSBURG","FL","33711-4744","33711",-82.6864615,27.7147288
590867197,"NEW HOPE BAPTIST CHURCH","2120 19TH ST S, ST PETERSBURG, FL, 33712-3227","2120 19TH ST S","ST PETERSBURG","FL","33712-3227","33712",-82.6586702,27.7491926
590873837,"PASADENA BAPTIST CHURCH","5000 10TH ST N, ST PETERSBURG, FL, 33703-2704","5000 10TH ST N","ST PETERSBURG","FL","33703-2704","33703",-82.6482301,27.8178687
